id	name	add_name	description	popup	set_ids	set_bonus_desc	set_extra_id	set_extra_desc	unk[0]	unk[1]	special_enchant_amount	special_enchant_desc
8965	S-Grade Shadow Armor Set Box		If you double-click on it, you can obtain an S-Grade Shadow Armor Set. (This item can be used when the weight gauge is below 60% and 20 or more empty slots are available in your inventory.)	-1					0	0	0	
8966	No Grade Item Set Box (Warrior Use)		If you double-click on it, you can obtain a Fighter-Use No Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
8967	D Grade Item Set Box (Warrior Use)		If you double-click on it, you can obtain a Fighter-Use D-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
8968	C Grade Item Set Box (Warrior Use)		If you double-click on it, you can obtain a Fighter-Use C-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
8969	B Grade Item Set Box (Warrior Use)		If you double-click on it, you can obtain a Fighter-Use B-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
8970	A Grade Item Set Box (Warrior Use)		If you double-click on it, you can obtain a Fighter-Use A-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
8971	A, S Grade Item Set Box (Warrior Use)		If you double-click on it, you can obtain a Fighter-Use A- or S-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9104	Composition Bow and Wooden Arrow		If you double-click on it, you can obtain a Composition Bow and a Wooden Arrow. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9105	Gastraphetes and Bone Arrow		If you double-click on it, you can obtain a Gastraphetes and a Bone Arrow. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9106	Akat Long Bow and Steel Arrow		If you double-click on it, you can obtain an Akat Long Bow and a Steel Arrow. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9107	Dark Elven Long Bow and Silver Arrow		If you double-click on it, you can obtain a Dark Elven Long Bow and a Silver Arrow. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9108	Carnage Bow and Mithril Arrow		If you double-click on it, you can obtain a Carnage Bow and a Mithril Arrow. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9109	Soul Bow and Mithril Arrow		If you double-click on it, you can obtain a Soul Bow and a Mithril Arrow. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9110	No Grade Shadow Armor Set Box (Heavy Armor Use)		If you double-click on it, you can obtain a No Grade Shadow Armor "Heavy Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9111	D-Grade Shadow Armor Set Box (Heavy Armor Use)		If you double-click on it, you can obtain a D-Grade Shadow Armor "Heavy Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9112	C-Grade Shadow Armor Set Box (Heavy Armor Use)		If you double-click on it, you can obtain a C-Grade Shadow Armor "Heavy Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9113	B-Grade Shadow Armor Set Box (Heavy Armor Use)		If you double-click on it, you can obtain a B-Grade Shadow Armor "Heavy Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9114	Low A-Grade Shadow Armor Set Box (Heavy Armor Use)		If you double-click on it, you can obtain a low A-Grade Shadow Armor "Heavy Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9115	High A-Grade Shadow Armor Set Box (Heavy Armor Use)		If you double-click on it, you can obtain a high A-Grade Shadow Armor "Heavy Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9116	No Grade Shadow Armor Set Box (Light Armor Use)		If you double-click on it, you can obtain a No Grade Shadow Armor "Light Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9117	D-Grade Shadow Armor Set Box (Light Armor Use)		If you double-click on it, you can obtain a D-Grade Shadow Armor "Light Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9118	C-Grade Shadow Armor Set Box (Light Armor Use)		If you double-click on it, you can obtain a C-Grade Shadow Armor "Light Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9119	B-Grade Shadow Armor Set Box (Light Armor Use)		If you double-click on it, you can obtain a B-Grade Shadow Armor "Light Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9120	Low A-Grade Shadow Armor Set Box (Light Armor Use)		If you double-click on it, you can obtain a low A-Grade Shadow Armor "Light Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9121	High A-Grade Shadow Armor Set Box (Light Armor Use)		If you double-click on it, you can obtain a high A-Grade Shadow Armor "Light Armor Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9122	No Grade Shadow Armor Set Box (Robe Use)		If you double-click on it, you can obtain a No Grade Shadow Armor "Robe Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9123	D-Grade Shadow Armor Set Box (Robe Use)		If you double-click on it, you can obtain a D-Grade Shadow Armor "Robe Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9124	C-Grade Shadow Armor Set Box (Robe Use)		If you double-click on it, you can obtain a C-Grade Shadow Armor "Robe Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9125	B-Grade Shadow Armor Set Box (Robe Use)		If you double-click on it, you can obtain a B-Grade Shadow Armor "Robe Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9126	Low A-Grade Shadow Armor Set Box (Robe Use)		If you double-click on it, you can obtain a low A-Grade Shadow Armor "Robe Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9127	High A-Grade Shadow Armor Set Box (Robe Use)		If you double-click on it, you can obtain a high A-Grade Shadow Armor "Robe Use" Set. (This item can be used when the weight gauge is below 60% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9130	No Grade Item Set Box (Magic Use)		If you double-click on it, you can obtain a Magic-Use No Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9131	D Grade Item Set Box (Magic Use)		If you double-click on it, you can obtain a Magic-Use D-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9132	C Grade Item Set Box (Magic Use)		If you double-click on it, you can obtain a Magic-Use C-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9133	B Grade Item Set Box (Magic Use)		If you double-click on it, you can obtain a Magic-Use B-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9134	A Grade Item Set Box (Magic Use)		If you double-click on it, you can obtain a Magic-Use A-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9135	A, S Grade Item Set Box (Magic Use)		If you double-click on it, you can obtain a Magic-Use A- or S-Grade Item. (This item can be used when the weight gauge is below 80% and 10 or more empty slots are available in your inventory.)	-1					0	0	0	
9139	Santa's Hat		A Santa Claus hat that was created to celebrate the holidays.  This hat can only be worn only during the end of year holiday season.	-1					0	0	0	
9142	Apiga		A coin stolen from Zaken.  Bring it to Bonny, Zaken's Granddaughter, for a reward.	-1					0	0	0	
9143	Golden Apiga		One of Zaken's prized possessions.  Collect as many as a you can for a chance to obtain a special prize at the end of the event.  This item cannot  be exchanged or dropped.	-1					0	0	0	
9144	Pirate's Booty		Double-click for a chance to receive Golden Apiga. If your luck is bad, you won't receive anything. (This item can't be used when your weight gauge is above 80%, or you have less than 10 empty inventory slots.)	-1					0	0	0	
9146	Scroll of Guidance - For Event		Increases Accuracy. Effect 3. An event reward.	-1					0	0	0	
9147	Scroll of Death Whisper - For Event		Increases Critical Attack Power. Effect 3. An event reward.	-1					0	0	0	
9148	Scroll of Focus - For Event		Increases Critical Rate. Effect 3. An event reward.	-1					0	0	0	
9149	Scroll of Acumen - For Event		Increases Casting Spd. Effect 3. An event reward.	-1					0	0	0	
9150	Scroll of Haste - For Event		Increases Atk. Spd. Effect 2. An event reward.	-1					0	0	0	
9151	Scroll of Agility - For Event		Increases Evasion. Effect 3. An event reward.	-1					0	0	0	
9152	Scroll of Empower - For Event		Increases Magic Power. Effect 3. An event reward.	-1					0	0	0	
9153	Scroll of Might - For Event		Increases Atk. Power. Effect 3. An event reward.	-1					0	0	0	
9154	Scroll of Wind Walk - For Event		Increases Speed. Effect 2. An event reward.	-1					0	0	0	
9155	Scroll of Shield - For Event		Increases Defense. Effect 3. An event reward.	-1					0	0	0	
9156	Blessed Scroll of Escape - For Event		A magical scroll that relocates user to the nearest village. An event reward.	-1					0	0	0	
9157	Blessed Scroll of Resurrection - For Event		A magic scroll that resurrects a dead character and restores his or her Exp. completely. An event reward.	-1					0	0	0	
9161	Santa's Antlers		Festive Santa hat with antlers. Ideal for celebrating the holidays. This item can only be equipped during the year end.	-1					0	0	0	
9162	Red Sage's Stone Transmutation Circle		Usable by all races. Double-click to add the Red Sage's Stone Transmutation Circle to your Recipe Book. Requires Create Item - Level 1. The success rate is 100%.	-1					0	0	0	
9163	Blue Sage's Stone Transmutation Circle		Usable by all races. Double-click to add the Blue Sage's Stone Transmutation Circle to your Recipe Book. Requires Create Item - Level 1. The success rate is 100%.	-1					0	0	0	
9164	Orange Sage's Stone Transmutation Circle		Usable by all races. Double-click to add the Orange Sage's Stone Transmutation Circle to your Recipe Book. Requires Create Item - Level 1. The success rate is 100%.	-1					0	0	0	
9165	Black Sage's Stone Transmutation Circle		Usable by all races. Double-click to add the Black Sage's Stone Transmutation Circle to your Recipe Book. Requires Create Item - Level 1. The success rate is 100%.	-1					0	0	0	
9166	White Sage's Stone Transmutation Circle		Usable by all races. Double-click to add the White Sage's Stone Transmutation Circle to your Recipe Book. Requires Create Item - Level 1. The success rate is 100%.	-1					0	0	0	
9167	Green Sage's Stone Transmutation Circle		Usable by all races. Double-click to add the Green Sage's Stone Transmutation Circle to your Recipe Book. Requires Create Item - Level 1. The success rate is 100%.	-1					0	0	0	
9168	Sage's Stone Ore		A material used to create a colored Sage's Stone.	-1					0	0	0	
9169	Sage's Stone Conversion Formula		A material used to create a colored Sage's Stone.	-1					0	0	0	
9170	Magic Reagents		A material used to create a colored Sage's Stone.	-1					0	0	0	
9171	Red Sage's Stone		Double-click to get a random item.	-1					0	0	0	
9172	Blue Sage's Stone		Double-click to get a random item.	-1					0	0	0	
9173	Orange Sage's Stone		Double-click to get a random item.	-1					0	0	0	
9174	Black Sage's Stone		Double-click to get a random item.	-1					0	0	0	
9175	White Sage's Stone		Double-click to get a random item.	-1					0	0	0	
9176	Green Sage's Stone		Double-click to get a random item.	-1					0	0	0	
9205	Alchemist's Chest Key	For Events Only	A key to open an Alchemist's Treasure Chest. For use in events only	-1					0	0	0	
9206	Greater Healing Potion - For Events Only		A magical potion that quickly restores HP. Its effect lasts for 15 seconds. Designed for use in events only.	-1					0	0	0	
9207	Quick Healing Potion - For Events Only		A magical potion that quickly restores HP. Its effect is temporary. Designed for use in events only.	-1					0	0	0	
21	Shirt			-1					0	0	0	
22	Leather Shirt			-1					0	0	0	
23	Wooden Breastplate			-1	23,2386,43	P. Def. +2% and maximum HP +41.			0	0	0	
24	Bone Breastplate			-1					0	0	0	
25	Piece Bone Breastplate			-1					0	0	0	
26	Bronze Breastplate			-1					0	0	0	
27	Hard Leather Shirt			-1					0	0	0	
28	Pants			-1					0	0	0	
29	Leather Pants			-1					0	0	0	
30	Hard Leather Pants			-1					0	0	0	
31	Bone Gaiters			-1					0	0	0	
32	Piece Bone Gaiters			-1					0	0	0	
33	Hard Leather Gaiters			-1					0	0	0	
34	Bronze Gaiters			-1					0	0	0	
35	Cloth Shoes			-1					0	0	0	
36	Leather Sandals			-1					0	0	0	
37	Leather Shoes			-1					0	0	0	
38	Low Boots			-1					0	0	0	
39	Boots			-1					0	0	0	
40	Leather Boots			-1					0	0	0	
41	Cloth Cap			-1					0	0	0	
42	Leather Cap			-1					0	0	0	
43	Wooden Helmet			-1					0	0	0	
44	Leather Helmet			-1					0	0	0	
45	Bone Helmet			-1					0	0	0	
46	Bronze Helmet			-1					0	0	0	
47	Helmet			-1					0	0	0	
48	Short Gloves			-1					0	0	0	
49	Gloves			-1					0	0	0	
50	Leather Gloves			-1					0	0	0	
51	Bracer			-1					0	0	0	
52	Hemp Cloak			-1					0	0	0	
53	Cotton Cloak			-1					0	0	0	
54	Silk Cloak			-1					0	0	0	
55	Cotton Undergarment			-1					0	0	0	
56	Wool Undergarment			-1					0	0	0	
58	Mithril Breastplate			-1	58,59,47	Chance of being Poisoned -20%.	628	Maximum HP +126.	0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
59	Mithril Gaiters			-1					0	0	0	
60	Composite Armor		Full body armor.	-1	60,517	Weight limit +5795.	107	Magic Def +5.26%.	0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
61	Mithril Gloves			-1					0	0	0	
62	Mithril Boots			-1					0	0	0	
63	Gauntlets			-1					0	0	0	
64	Composite Boots			-1					0	0	0	
112	Apprentice's Earring			-1					0	0	0	
113	Mystic's Earring			-1					0	0	0	
114	Earring of Strength			-1					0	0	0	
115	Earring of Wisdom			-1					0	0	0	
116	Magic Ring			-1					0	0	0	
117	Ring of Mana			-1					0	0	0	
118	Necklace of Magic			-1					0	0	0	
119	Necklace of Binding			-1					0	0	0	
347	Ring Mail Breastplate			-1					0	0	0	
348	Scale Mail			-1					0	0	0	
349	Compound Scale Mail			-1					0	0	0	
350	Dwarven Scale Mail			-1					0	0	0	
351	Blast Plate			-1					0	0	0	
352	Brigandine Tunic			-1	352,2378,2411	P. Def. +5% and maximum HP +153.	2493	When worn, Maximum HP +20.	0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
353	Half Plate Armor			-1					0	0	0	
354	Chain Mail Shirt			-1	354,381,2413	P. Def against dagger +6%.	2495	Maximum HP +198.	0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
355	Dwarven Chain Mail Shirt			-1					0	0	0	
356	Full Plate Armor		Full body armor.	-1	2414	Maximum HP +270.	2497	Shield Def +5.26%.	0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
357	Zubei's Breastplate			-1	357,383,503,5710,5726	P. Def. +5.26% and maximum HP +294.			0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
358	Blue Wolf Breastplate			-1	358,2380,2416,5718,5734	Speed +7, and HP recovery rate +5.24%, STR+3, CON-1, and DEX-2.			0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
359	Shining Dragon Armor			-1					0	0	0	
360	Armor of Victory			-1					0	0	0	
361	Breastplate of Valor			-1					0	0	0	
362	Glorious Armor			-1					0	0	0	
363	Red Flame Armor			-1					0	0	0	
364	Elven Crystal Breastplate			-1					0	0	0	
365	Dark Crystal Breastplate			-1	365,388,512,5765,5777	Heal receiving amount +4%, chance to get Paralysis attack -50%, STR-2, and CON+2.	641	Shield Def +18%.	0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
366	Implosion Armor			-1					0	0	0	
367	Dark Dragon Armor			-1					0	0	0	
368	Elven Vagian Armor			-1					0	0	0	
369	Dark Vagian Armor			-1					0	0	0	
370	Complete Set of Plate Armor			-1					0	0	0	
371	Hell Plate			-1					0	0	0	
372	Art of Plate			-1					0	0	0	
373	Masterpiece Armor			-1					0	0	0	
374	Armor of Nightmare		Full body armor.	-1	374,2418,5771,5783	P. Atk. +4%, chance to get Sleep/Hold attack -70%, CON+2, and DEX-2	2498	Inflicts 5% of damage received in close-up general physical attacks on the enemy.	0	0	6	When all set items are enchanted by 6 or higher, P. Def. and MP regeneration rate will increase.
375	Dragon Scale Mail			-1					0	0	0	
376	Iron Plate Gaiters			-1					0	0	0	
377	Scale Gaiters			-1					0	0	0	
378	Compound Scale Gaiters			-1					0	0	0	
379	Dwarven Scale Gaiters			-1					0	0	0	
380	Plate Gaiters			-1					0	0	0	
381	Chain Gaiters			-1					0	0	0	
382	Dwarven Chain Gaiters			-1					0	0	0	
383	Zubei's Gaiters			-1					0	0	0	
384	Wolf Gaiters			-1					0	0	0	
385	Gaiters of Victory			-1					0	0	0	
386	Gaiters of Valor			-1					0	0	0	
387	Elven Crystal Gaiters			-1					0	0	0	
388	Dark Crystal Gaiters			-1					0	0	0	
389	Dragon Scale Gaiters			-1					0	0	0	
390	Cotton Shirt			-1					0	0	0	
391	Puma Skin Shirt			-1					0	0	0	
392	Lion Skin Shirt			-1					0	0	0	
393	Mithril Banded Mail			-1					0	0	0	
394	Reinforced Leather Shirt			-1	394,416,2422	Maximum MP +80.			0	0	6	When all set items are enchanted by 6 or higher, M. Def. and Evasion will increase.
395	Manticore Skin Shirt			-1	395,417,2424	Maximum MP +92.			0	0	6	When all set items are enchanted by 6 or higher, M. Def. and Evasion will increase.
396	Salamander Skin Mail		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
397	Mithril Shirt			-1	397,2387,62	Dodge +4			0	0	6	When all set items are enchanted by 6 or higher, M. Def. and Evasion will increase.
398	Plated Leather			-1	398,418,2431	STR+4 and CON-1. 			0	0	6	When all set items are enchanted by 6 or higher, M. Def. and Evasion will increase.
399	Rind Leather Armor			-1					0	0	0	
400	Theca Leather Armor			-1	400,420,2436	P. Def +5.26%.			0	0	6	When all set items are enchanted by 6 or higher, M. Def. and Evasion will increase.
401	Drake Leather Armor		Full body armor.	-1	401,2437	Magic Def. +5.26%.			0	0	6	When all set items are enchanted by 6 or higher, M. Def. and Evasion will increase.
402	Chain Mail of Silence			-1					0	0	0	
403	Gust Chain Mail			-1					0	0	0	
404	Prairie Leather Armor			-1					0	0	0	
405	Leather Armor of The Underworld			-1					0	0	0	
406	Leather Suit of Concentration			-1					0	0	0	
407	Ace's Leather Armor			-1					0	0	0	
408	Guardian's Leather Armor			-1					0	0	0	
409	Marksman's Leather Armor			-1					0	0	0	
410	Unicorn Leather Armor			-1					0	0	0	
411	Dragon Leather Armor		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
412	Cotton Pants			-1					0	0	0	
413	Puma Skin Gaiters			-1					0	0	0	
414	Lion Skin Gaiters			-1					0	0	0	
415	Mithril Banded Gaiters			-1					0	0	0	
416	Reinforced Leather Gaiters			-1					0	0	0	
417	Manticore Skin Gaiters			-1					0	0	0	
418	Plated Leather Gaiters			-1					0	0	0	
419	Rind Leather Gaiters			-1					0	0	0	
420	Theca Leather Gaiters			-1					0	0	0	
421	Prairie Leather Gaiters			-1					0	0	0	
422	Gaiters of The Underworld			-1					0	0	0	
423	Guardian's Leather Gaiters			-1					0	0	0	
424	Marksman's Leather Gaiters			-1					0	0	0	
425	Apprentice's Tunic			-1					0	0	0	
426	Tunic			-1					0	0	0	
427	Cotton Robe		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
428	Feriotic Tunic			-1					0	0	0	
429	Leather Tunic			-1					0	0	0	
430	Robe of Devotion		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
431	Robe of Magic		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
432	Cursed Tunic			-1					0	0	0	
433	Elven Tunic			-1					0	0	0	
434	White Tunic			-1					0	0	0	
435	Mystic's Tunic			-1					0	0	0	
436	Tunic of Knowledge			-1	436,469,2447	M. Atk. +10% and MP recovery rate -5%.			0	0	6	When all set items are enchanted by 6 or higher, P. Def. and Weight Gauge will increase.
437	Mithril Tunic			-1	437,470,2450	Speed. +7, INT-1, and WIT+1.			0	0	6	When all set items are enchanted by 6 or higher, P. Def. and Weight Gauge will increase.
438	Sage's Rag		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
439	Karmian Tunic			-1	439,471,2454	P. Def. +5.26% and Casting Spd. +15%.			0	0	6	When all set items are enchanted by 6 or higher, P. Def. and Weight Gauge will increase.
440	Robe of Seal		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
441	Demon's Tunic			-1	441,472,2459	Maximum HP -270, INT+4, and WIT-1.			0	0	6	When all set items are enchanted by 6 or higher, P. Def. and Weight Gauge will increase.
442	Divine Tunic			-1	442,473,2463	P. Def. +5.26% and maximum MP +171, INT-1, and WIT+1.			0	0	6	When all set items are enchanted by 6 or higher, P. Def. and Weight Gauge will increase.
443	Tunic of Mana			-1					0	0	0	
444	Sage's Robe		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
445	Paradia Tunic			-1					0	0	0	
446	Inferno Tunic			-1					0	0	0	
447	Tunic of Solar Eclipse			-1					0	0	0	
448	Robe of Black Ore		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
449	Tunic of Summoning			-1					0	0	0	
450	Otherworldly Robe		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
451	Elemental Tunic			-1					0	0	0	
452	Tunic of Phantom			-1					0	0	0	
453	Tunic of Grace			-1					0	0	0	
454	Robe of Holy Spirit		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
455	Phoenix Tunic			-1					0	0	0	
456	Cerberus Tunic			-1					0	0	0	
457	Tunic of Aid			-1					0	0	0	
458	Robe of Blessing		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
459	Dasparion's Robe		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
460	The Robe		One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this.	-1					0	0	0	
461	Apprentice's Stockings			-1					0	0	0	
462	Stockings			-1					0	0	0	
463	Feriotic Stockings			-1					0	0	0	
464	Leather Stockings			-1					0	0	0	
465	Cursed Stockings			-1					0	0	0	
466	Elven Stockings			-1					0	0	0	
467	Dark Stockings			-1					0	0	0	
468	Mystic's Stockings			-1					0	0	0	
469	Stockings of Knowledge			-1					0	0	0	
470	Mithril Stockings			-1					0	0	0	
471	Karmian Stockings			-1					0	0	0	
472	Demon's Stockings			-1					0	0	0	
473	Divine Stockings			-1					0	0	0	
474	Stockings of Mana			-1					0	0	0	
475	Paradia Stockings			-1					0	0	0	
476	Inferno Stockings			-1					0	0	0	
477	Stockings of Solar Eclipse			-1					0	0	0	
478	Stockings of Summoning			-1					0	0	0	
479	Elemental Stockings			-1					0	0	0	
480	Stockings of Phantom			-1					0	0	0	
481	Stockings of Grace			-1					0	0	0	
482	Phoenix Stockings			-1					0	0	0	
483	Cerberus Stockings			-1					0	0	0	
484	Stockings of Aid			-1					0	0	0	
485	Tattoo of Power			-1					0	0	0	
486	Tattoo of Fire			-1					0	0	0	
487	Tattoo of Resolve			-1					0	0	0	
488	Tattoo of Flame			-1					0	0	0	
489	Tattoo of Bravery			-1					0	0	0	
490	Tattoo of Blood			-1					0	0	0	
491	Tattoo of Absolute			-1					0	0	0	
492	Tattoo of Soul			-1					0	0	0	
493	Tattoo of Avadon			-1					0	0	0	
494	Tattoo of Doom			-1					0	0	0	
495	Tattoo of Pledge			-1					0	0	0	
496	Tattoo of Divine			-1					0	0	0	
497	Chain Helmet			-1					0	0	0	
498	Steel Plate Helmet			-1					0	0	0	
499	Mithril Helmet			-1					0	0	0	
500	Great Helmet			-1					0	0	0	
501	Armet			-1					0	0	0	
502	Close Helmet			-1					0	0	0	
503	Zubei's Helmet			-1					0	0	0	
504	Dragon Helmet			-1					0	0	0	
505	Wolf Helmet			-1					0	0	0	
506	Shining Dragon Helmet			-1					0	0	0	
507	Helmet of Victory			-1					0	0	0	
508	Helmet of Valor			-1					0	0	0	
509	Glorious Helmet			-1					0	0	0	
510	Red Flame Helmet			-1					0	0	0	
511	Elven Crystal Helmet			-1					0	0	0	
512	Dark Crystal Helmet			-1					0	0	0	
513	Implosion Helmet			-1					0	0	0	
514	Dark Dragon Helmet			-1					0	0	0	
515	Elven Vagian Helm			-1					0	0	0	
516	Dark Vagian Helm			-1					0	0	0	
517	Composite Helmet			-1					0	0	0	
518	Hell Helm			-1					0	0	0	
519	Art of Helmet			-1					0	0	0	
520	Masterpiece Helm			-1					0	0	0	
521	Helmet of Silence			-1					0	0	0	
522	Gust Helmet			-1					0	0	0	
523	Prairie Helmet			-1					0	0	0	
524	Helm of The Underworld			-1					0	0	0	
525	Helmet of Concentration			-1					0	0	0	
526	Ace's Helmet			-1					0	0	0	
527	Guardian's Helmet			-1					0	0	0	
528	Marksman Helmet			-1					0	0	0	
529	Cap of Mana			-1					0	0	0	
530	Sage's Cap			-1					0	0	0	
531	Paradia Hood			-1					0	0	0	
532	Inferno Hood			-1					0	0	0	
533	Hood of Solar Eclipse			-1					0	0	0	
534	Hood of Black Ore			-1					0	0	0	
535	Hood of Summoning			-1					0	0	0	
536	Otherworldly Hood			-1					0	0	0	
537	Elemental Hood			-1					0	0	0	
538	Hood of Phantom			-1					0	0	0	
539	Hood of Grace			-1					0	0	0	
540	Hood of Holy Spirit			-1					0	0	0	
541	Phoenix Hood			-1					0	0	0	
542	Cerberus Hood			-1					0	0	0	
543	Hood of Aid			-1					0	0	0	
544	Hood of Blessing			-1					0	0	0	
545	Flame Helm			-1					0	0	0	
546	Helm of Bravery			-1					0	0	0	
547	Tallum Helm			-1					0	0	0	
548	Absolute Helm			-1					0	0	0	
549	Helm of Avadon			-1					0	0	0	
550	Helm of Doom			-1					0	0	0	
551	Helmet of Pledge			-1					0	0	0	
552	Divine Helm			-1					0	0	0	
553	Iron Boots			-1					0	0	0	
554	Zubei's Boots			-1					0	0	0	
555	Dragon Boots			-1					0	0	0	
556	Wolf Boots			-1					0	0	0	
557	Shining Dragon Boots			-1					0	0	0	
558	Boots of Victory			-1					0	0	0	
559	Boots of Valor			-1					0	0	0	
560	Glorious Boots			-1					0	0	0	
561	Red Flame Boots			-1					0	0	0	
562	Elven Crystal Boots			-1					0	0	0	
563	Dark Crystal Boots			-1					0	0	0	
564	Implosion Boots			-1					0	0	0	
565	Dark Dragon Boots			-1					0	0	0	
566	Elven Vagian Boots			-1					0	0	0	
567	Dark Vagian Boots			-1					0	0	0	
568	Composite Boots			-1					0	0	0	
569	Hell Boots			-1					0	0	0	
570	Art of Boots			-1					0	0	0	
571	Masterpiece Boots			-1					0	0	0	
572	Boots of Silence			-1					0	0	0	
573	Gust Boots			-1					0	0	0	
574	Prairie Boots			-1					0	0	0	
575	Boots of The Underworld			-1					0	0	0	
576	Boots of Concentration			-1					0	0	0	
577	Ace's Boots			-1					0	0	0	
